Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description,Shop vs. Product
12768,723,"Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price.","Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Meets quantity requirement,Not Grounded,Recommends at least one protein powder,Product
12769,723,"Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price.","Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets product/vendor feature,Grounded,"Recommends only a protein powder that does not contain any of the following ingredients: dairy, soy",Product
12773,723,"Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price.","Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets product/vendor feature,Grounded,Recommends only a protein powder that contains at least 20 grams of protein per serving,Product
12774,723,"Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price.","Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Other,Not Grounded,States that non-soy plant-based protein powders are well-suited for a person who takes thyroid medication,Product
12786,723,"Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price.","Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Provides link(s),Grounded,Provides a link to purchase the recommended protein powder,Product
12801,723,"Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price.","Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Other,Not Grounded,States that it is best to wait at least 30 minutes after taking thyroid medications to consume protein shakes,Product
13734,723,"Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price.","Giver Persona: I am a 48-year-old woman from Utah. I have one daughter who I am very close to, we talk nearly everyday. I like to surprise my daughter by sending her a gift in the mail every month or so. She works out every day and I always try to buy her something that she will actually use, so I am thinking I want to send her some protein powder this month.

Recipient Persona: My daughter is a 25-year-old woman who also lives in Utah. She takes medication every morning for her thyroid. She always sends me a good morning picture with her shake before she leaves for the gym. She is obsessed with working out and is trying to build muscle so I want to get her protein that has at least 20 grams of protein per serving.

Prompt: Please recommend a product for me to order and send to her, I'm not worried about the price. Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets pricing requirements/gives price,Grounded,Provides the price of the recommended protein powder,Product
12792,725,"Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch?","Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets quantity requirement,Not Grounded,Recommends two controllers,Product
12793,725,"Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch?","Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets product/vendor feature,Grounded,Recommends only controllers that can connect via Bluetooth,Product
12794,725,"Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch?","Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Meets pricing requirements/gives price,Grounded,Recommends only controllers that are priced $30 CAD or less,Product
12796,725,"Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch?","Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Not,Provides link(s),Grounded,Provides a link to purchase each recommended controller,Product
12799,725,"Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch?","Giver Persona: I am a 25-year-old painter living in Toronto, Canada. I love buying gifts for my siblings throughout the year. I have a maximum budget of $30 for my sister.

Receiver Persona: My sister Clara is 22 years old and has a Nintendo Switch. She usually connects her controller via Bluetooth, but it's a bit old now.

Prompt: Can you recommend two controller models that will work with the Nintendo Switch? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Gifting,Hurdle,Meets product/vendor feature,Grounded,Recommends only controllers that are compatible with Nintendo Switch,Product
12742,726,"Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada?","Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Product is in a set list/recommends specific product,Not Grounded,Recommends a Breville ring rotate,Product
12743,726,"Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada?","Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Meets product/vendor feature,Grounded,Recommends only a ring rotate that is compatible with the Breville Quick Touch Compact microwave,Product
12744,726,"Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada?","Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Hurdle,Meets product/vendor feature,Grounded,States that SP0002530 is the model number of a ring rotate compatible with the Breville Quick Touch Compact microwave,Product
12745,726,"Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada?","Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Provides link(s),Grounded,Provides a link to purchase the recommended product,Product
13722,726,"Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada?","Prompt: I own a Breville Quick Touch Compact microwave, and after a year of using it, the turntable roller ring has broken, making my microwave unusable. Can you recommend an original Breville ring rotate with a model/part number that I can buy online in Canada? Please explicitly state whether each of your product recommendations meets each of the product requirements that I want. Include the source or purchase links, and prices if applicable.",Compatibility,Not,Meets pricing requirements/gives price,Grounded,Provides the price in CAD for the recommended ring rotate,Product
12767,731,"Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store.","Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets product/vendor feature,Grounded,"Recommends three shops that have physical stores in Irvine, Scotland",Shop
12775,731,"Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store.","Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Hurdle,Meets product/vendor feature,Grounded,Recommends only leather football boots,Shop
12776,731,"Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store.","Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets pricing requirements/gives price,Grounded,Recommends only boots priced £30 or less,Shop
12777,731,"Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store.","Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets product/vendor feature,Grounded,Recommends only boots that are available for sale,Shop
12780,731,"Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store.","Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets product/vendor feature,Grounded,Recommends only boots available in a UK size 10 or in an EU size 45,Shop
12784,731,"Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store.","Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Hurdle,Meets product/vendor feature,Grounded,Recommends only football boots with a fold-over tongue design,Shop
12788,731,"Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store.","Persona: I am a 50-year-old footballer from the UK, and I require a new pair of football boots. I am a size 10 UK or an EU 45, and I am old-fashioned in that I want a pair of football boots with leather uppers. I believe that these last longer and are more comfortable than the newer boots that have synthetic uppers. I do not care about the colour of the boots; I require a fold-over tongue design for the boots. I recently lost my job, and football is my only pleasure in life just now; because of this, I only have £30 to spend on my new boots. For ethical reasons I do not want kangaroo leather boots, nor to be anywhere near anyone who sells such things. I live in Irvine, on the west coast of Scotland. I do not drive; thus, I only want to buy from vendors that have a physical store in Irvine so that I can walk into their store and try on suitable boots.

Prompt: Please recommend three vendors that sell leather football boots that would be suitable for me. Your recommended vendors must provide a feature that allows me to check the stock level in their Irvine stores before visiting, or they must offer a feature that enables me to order boots for delivery to their Irvine store. Please explicitly state whether each of your vendor recommendations meets each of the vendor requirements that I want. Include the source or purchase links, and prices if applicable.",Profile Based,Not,Meets product/vendor feature,Grounded,Recommends only boots that are not made out of Kangaroo leather,Shop
