Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description
7411,425,"Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games.","Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,States the game in the link is Sagrada
7412,425,"Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games.","Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets game/strategy feature requirement,Grounded,States that the game in the link was nominated for the 2022 Guldbrikken Best Family Game award
7413,425,"Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games.","Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets quantity requirement,Not Grounded,Recommends three games
7414,425,"Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games.","Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Hurdle,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,"Recommends only games that were nominated for the 2022 Guldbrikken Best Family Game award.
"
7415,425,"Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games.","Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Provides link(s),Grounded,Provides a link for each introduced game
8093,425,"Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games.","Persona: https://www.whatboardgame.com/post/sagrada-board-game-review I really like this game and am looking for more games to play with my family. I know it was a nominee for a family game award in 2022. I'd like to be introduced to more games that were nominated for the same award in 2022. I'd like to further research each game. 

Prompt: Please introduce me to 3 games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,Does not recommend the game Sagrada
7534,438,"Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game.","Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets quantity requirement,Not Grounded,Recommends three RPG games
7535,438,"Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game.","Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Hurdle,Meets compatibility requirement,Grounded,"Recommends only games compatible with an iPad Pro, 12.9-inch (5th generation)"
7536,438,"Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game.","Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets compatibility requirement,Grounded,Recommends only games that support PS5 controllers
7537,438,"Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game.","Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Does not recommend games that require a subscription
7538,438,"Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game.","Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Recommends games with an animal as the main character
7540,438,"Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game.","Persona: I am a female in my early twenties, living in London, and my gaming laptop has just broken. I am researching which laptop to buy as a replacement, but in the mean time I plan to use my iPad with my PS5 controller connected. My current favourite game is Stray and I'm looking for another exciting, animal led RPG.

Prompt: Please suggest 3 games for my iPad Pro, 12.9-inch (5th generation) which don't require subscriptions. Please provide official details for each game. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Provides link(s),Grounded,Provides an official link for each game
7511,439,"Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well.","Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets quantity requirement,Not Grounded,Recommends three Steam games
7512,439,"Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well.","Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Hurdle,Meets game/strategy feature requirement,Grounded,Recommends games tagged on Steam as 'Rhythm'
7513,439,"Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well.","Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Recommends games with custom songs capability
7514,439,"Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well.","Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Recommends games with custom maps capability
7515,439,"Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well.","Persona: I have been seeing a lot of videos about rhythm games these days. I used to play Taiko in the arcade, but my nearest arcade doesn't have them anymore. I only have a PC. I trust Steam would have the games I want. One thing I don't like about taiko in the arcade is that they have limited songs, so games that have freedom on that would be nice. Customizability on the maps is also important, as I don't like flashy effects. It would also be great if I could download player-made songs as well.

Prompt: Please suggest 3 games that have these features. Some reviews would be great as well. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Provides link(s),Grounded,Provides a link to reviews for each of the recommended games
7584,442,"Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap.","Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap. Please explicitly state whether each of your recommendations meets each of the design features that I want. Include the source or purchase links, and prices if applicable.",Game Design,Not,Meets quantity requirement,Not Grounded,Recommends three distinct solutions
7585,442,"Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap.","Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap. Please explicitly state whether each of your recommendations meets each of the design features that I want. Include the source or purchase links, and prices if applicable.",Game Design,Hurdle,Meets compatibility requirement,Not Grounded,Recommends only solutions compatible with side-scrolling games
7586,442,"Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap.","Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap. Please explicitly state whether each of your recommendations meets each of the design features that I want. Include the source or purchase links, and prices if applicable.",Game Design,Not,Meets game/strategy feature requirement,Not Grounded,Recommends solutions that do not modify trap settings or parameters
7592,442,"Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap.","Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap. Please explicitly state whether each of your recommendations meets each of the design features that I want. Include the source or purchase links, and prices if applicable.",Game Design,Not,Provides game/strategy explanation,Not Grounded,Provides example games that use the recommended solutions
7593,442,"Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap.","Persona: I'm designing a side-scrolling single-player video game where the character has to restart from a checkpoint if they get caught in a trap. It's quite challenging, but it can be very frustrating at times. I wonder how other game designers overcome this unfriendly experience.

Prompt: Let's keep the settings and parameters of the traps unchanged. Please suggest 3 solutions to prevent players from having to restart from the checkpoint after getting caught in a trap. Please explicitly state whether each of your recommendations meets each of the design features that I want. Include the source or purchase links, and prices if applicable.",Game Design,Not,Meets game/strategy feature requirement,Not Grounded,Does not recommend solutions that require players to restart from the checkpoint
7610,456,"URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games.","URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,States the game in the link is CDSK
7611,456,"URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games.","URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets game/strategy feature requirement,Grounded,States the publisher of the game in the link is Randolph
7612,456,"URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games.","URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets quantity requirement,Not Grounded,Introduces three games
7613,456,"URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games.","URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Hurdle,Meets game/strategy feature requirement,Grounded,"Introduces only games published by Randolph.
"
7614,456,"URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games.","URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Hurdle,Meets game/strategy feature requirement,Grounded,Introduces only games that can accommodate 4 players
8095,456,"URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games.","URL: https://www.hachetteboardgames.com/products/cdsk?_pos=1&_sid=9a78c46df&_ss=r

Persona: I love playing this game with my family and am looking for more games by the same publisher. In my family it's me, my brother, and our two parents. Please ensure the game can accommodate us all playing together.

Prompt: Please introduce me to three games. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,Does not recommend the game CDSK
7623,459,"Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game. ","Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game.  Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets quantity requirement,Not Grounded,Recommends three games
7624,459,"Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game. ","Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game.  Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Hurdle,Meets game/strategy feature requirement,Grounded,"Recommends only PC games that include Venice, Italy as a location"
7625,459,"Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game. ","Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game.  Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Does not recommend racing games
7626,459,"Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game. ","Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game.  Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Does not recommend simulation games
7627,459,"Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game. ","Persona: I'm a 22 year old woman who will be traveling to Italy in a few weeks. I am mostly excited about visiting Venice. I have a gaming PC, and I'm looking for some game recommendations that are set in Venice. I'm not a fan of racing and I get bored of simulation games. 

Prompt: Please recommend 3 games that fit my preferences. Please also provide additional details to help me decide on a game.  Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Provides link(s),Grounded,Provides a link with advice for each recommended game
7739,475,"Persona: I'm playing Monopoly Millionaire Deal (2012) with two of my friends, and just got charged rent on a single Crystal Coast card. In my bank I have M300k, and on the table I have one completed set, Paradise Island + green/blue Property Wild Card, and a single Diamond Hills card. In my hand I have a dark blue/green rent card, a yellow/red rent card, and 2 M50k cards. After paying the rent, it will be my turn. My opponents don't have any property cards down right now, but they each have M400k in their banks. All the Just Say No cards have already been played. 

Prompt: What cards should I give to pay the rent I was charged with the goal of winning in the next round by charging rent on my properties? Which 3 moves should I make on my next turn to win?","Persona: I'm playing Monopoly Millionaire Deal (2012) with two of my friends, and just got charged rent on a single Crystal Coast card. In my bank I have M300k, and on the table I have one completed set, Paradise Island + green/blue Property Wild Card, and a single Diamond Hills card. In my hand I have a dark blue/green rent card, a yellow/red rent card, and 2 M50k cards. After paying the rent, it will be my turn. My opponents don't have any property cards down right now, but they each have M400k in their banks. All the Just Say No cards have already been played. 

Prompt: What cards should I give to pay the rent I was charged with the goal of winning in the next round by charging rent on my properties? Which 3 moves should I make on my next turn to win? Please explicitly state whether each of your recommendations meets each of the strategy features that I want. Include the source or purchase links, and prices if applicable.",Game Tactics,Not,Provides instruction for using recommended strategy,Not Grounded,States that the player owes M200k
