Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description
7301,386,"Persona: I am a 40-year-old man and my wife's parents are coming to visit for the next two weeks. Unfortunately, my wife will be away for the first three full days, and so I'll have to cook all the time. They're a bit hard to please, so I thought I would compile some recipes to put together a meal schedule to prepare myself for their visit. I'm Arabic and so I usually cook middle-eastern food and that's what I do best so that's what I'd like to make. However, I know her mother is allergic to chickpeas. I don't want to be stuffing things either.

Prompt: Help me with recipes for the in-law's visit. ","Persona: I am a 40-year-old man and my wife's parents are coming to visit for the next two weeks. Unfortunately, my wife will be away for the first three full days, and so I'll have to cook all the time. They're a bit hard to please, so I thought I would compile some recipes to put together a meal schedule to prepare myself for their visit. I'm Arabic and so I usually cook middle-eastern food and that's what I do best so that's what I'd like to make. However, I know her mother is allergic to chickpeas. I don't want to be stuffing things either.

Prompt: Help me with recipes for the in-law's visit.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Provides dietary information,Not Grounded,Provides a disclaimer that there may be an allergic cross-reactivity with legumes other than chickpeas
7323,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Hurdle,Meets dish feature requirements,Not Grounded,Recommends a main dish recipe
7324,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Hurdle,Meets dish feature requirements,Not Grounded,Recommends a dessert recipe
7327,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets dietary requirements,Not Grounded,Recommends recipes that do not contain legumes
7328,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets serving/portion requirement,Not Grounded,States that each recommended recipe yields at least 6 servings
7329,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets dietary requirements,Not Grounded,Recommends vegan recipes
7330,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets dish feature requirements,Not Grounded,Does not recommend recipes that include highly perishable ingredients
7336,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Meets preparation or cooking requirement,Not Grounded,Recommends recipes that require no cooking
7422,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Provides shopping/ingredient list,Not Grounded,Provides a list of ingredients for each recipe
7423,390,"Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love. ","Persona: Next week, I will be visiting my sister, who is a freshman in college. I decided to take her and her roommates on an 8-hour hiking trip during the weekend. At the end of the hike, we will arrive at a cabin where we will stay. Unfortunately, lighting a fire isn't allowed. I will be responsible for the cooking, but the cabin has no electricity. I will be inviting my sister and 4 of her roommates and our brother. I'm not sure about people's preferences. I am doing a fasting diet, so I will not be eating at this time, but I want everyone to be able to try my dish. Also, my sister is allergic to legumes. 

Prompt: Please recommend recipes for a main and a dessert that people will love.  Please explicitly state whether each of your recommended recipes has each of the characteristics that I want.",Cutthroat Kitchen,Not,Provides preparation instructions,Not Grounded,Provides step-by-step instructions for each recipe
7351,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Provides preparation instructions,Not Grounded,Provides step-by-step instructions for each dish
7352,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Provides shopping/ingredient list,Not Grounded,Provides a list of ingredients for each dish
7353,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Hurdle,Meets dietary requirements,Not Grounded,Recommends vegetarian recipes
7354,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets dietary requirements,Not Grounded,Does not recommend recipes containing nuts
7355,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets dietary requirements,Not Grounded,Does not recommend recipes containing seeds
7356,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets serving/portion requirement,Not Grounded,States that each recommended recipe yields at least 10 portions
7364,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets quantity/duration requirement,Not Grounded,Recommends seven recipes
7375,393,"Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options.","Persona: My 80-year-old grandmother is hosting a dinner. She's a bit of a hippie and only eats ital vegetarian meals. I don't really know what that is, but apparently we all have a cook some food for the party. There will be 15 people there, but I think if I prepare enough for 10 that'll be ok. Someone else there has some sort of seed allergy and another person can't eat nuts. I need to see some ital veg recipes to see what is best to prepare.

Prompt: Give me 7 options. Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Hurdle,Meets dish feature requirements,Not Grounded,Recommends recipes based on ital cuisine
7533,400,"Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky. ","Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky.  Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Hurdle,Meets dish feature requirements,Not Grounded,Recommends one Japanese dessert
7534,400,"Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky. ","Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky.  Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets quantity/duration requirement,Not Grounded,Recommends desserts that can serve at least eight children
7536,400,"Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky. ","Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky.  Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets dish feature requirements,Not Grounded,"Recommends a dessert that does not leave syrup, glaze, or tacky residue on hands"
7535,400,"Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky. ","Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky.  Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets dietary requirements,Not Grounded,"Does not recommend sticky/chewy glutinous rice confections, skewers, hard candies, or whole nuts"
7538,400,"Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky. ","Persona: I'm a 31-year-old housewife living in Tokyo, Japan. I have two kids, a 7-year-old girl and a 2-year-old boy, who both love spending time outdoors. We often visit the green parks of Tokyo, where they can meet other children, play together, and enjoy the fresh air. During this outings I've met other mother who share similar routines and beliefs. On May 5th, we'll celebrate Kodomo no Hi, a national holiday in Japan that honors the health, growth, and happiness of children. Since schools are closed, we've decided to spend the day having a lunch picnic and playing games at Ueno Park. Each family will bring something to share, and I've been asked to prepare a dessert. 

Prompt: Suggest a Japanese dessert for Children's day that is suitable for eight kids. Since the kids will be running around while eating, I'd like a dessert they can eat on the go without getting their hands too sticky.  Please explicitly state whether each of your recommended dishes meets each of the dish feature requirements that I want.",Potluck,Not,Meets dish feature requirements,Not Grounded,Recommends a dessert that does not require utensils
7655,419,"Persona: I'm currently in my village visiting my grandparents. My grandma has Coronary Artery Disease, like many elders have. After arriving and wanting to cook something for myself, I opened the pantry and I was shocked by what I found. It was filled with cakes and biscuits, chips and crackers, and the freezer had only ice-cream and processed meats like sausages and bacon. I couldn't believe my eyes. I scolded my grandma and decided that I would be cooking their meals while I'm here. I'll only be staying for a week, but I'm hoping that with some tasty and healthy recipes, I will motivate her to eat more like that. The thing is, I have no idea what the best foods are for heart disease. I also think that it'd make sense to know the cholesterol level of each meal or how much I should be giving them. 

Prompt: Suggest a 7 days meal plan for lunch and dinner. ","Persona: I'm currently in my village visiting my grandparents. My grandma has Coronary Artery Disease, like many elders have. After arriving and wanting to cook something for myself, I opened the pantry and I was shocked by what I found. It was filled with cakes and biscuits, chips and crackers, and the freezer had only ice-cream and processed meats like sausages and bacon. I couldn't believe my eyes. I scolded my grandma and decided that I would be cooking their meals while I'm here. I'll only be staying for a week, but I'm hoping that with some tasty and healthy recipes, I will motivate her to eat more like that. The thing is, I have no idea what the best foods are for heart disease. I also think that it'd make sense to know the cholesterol level of each meal or how much I should be giving them. 

Prompt: Suggest a 7 days meal plan for lunch and dinner.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Hurdle,Meets quantity/duration requirement,Not Grounded,Provides a meal plan that covers seven days
7656,419,"Persona: I'm currently in my village visiting my grandparents. My grandma has Coronary Artery Disease, like many elders have. After arriving and wanting to cook something for myself, I opened the pantry and I was shocked by what I found. It was filled with cakes and biscuits, chips and crackers, and the freezer had only ice-cream and processed meats like sausages and bacon. I couldn't believe my eyes. I scolded my grandma and decided that I would be cooking their meals while I'm here. I'll only be staying for a week, but I'm hoping that with some tasty and healthy recipes, I will motivate her to eat more like that. The thing is, I have no idea what the best foods are for heart disease. I also think that it'd make sense to know the cholesterol level of each meal or how much I should be giving them. 

Prompt: Suggest a 7 days meal plan for lunch and dinner. ","Persona: I'm currently in my village visiting my grandparents. My grandma has Coronary Artery Disease, like many elders have. After arriving and wanting to cook something for myself, I opened the pantry and I was shocked by what I found. It was filled with cakes and biscuits, chips and crackers, and the freezer had only ice-cream and processed meats like sausages and bacon. I couldn't believe my eyes. I scolded my grandma and decided that I would be cooking their meals while I'm here. I'll only be staying for a week, but I'm hoping that with some tasty and healthy recipes, I will motivate her to eat more like that. The thing is, I have no idea what the best foods are for heart disease. I also think that it'd make sense to know the cholesterol level of each meal or how much I should be giving them. 

Prompt: Suggest a 7 days meal plan for lunch and dinner.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Hurdle,Meets quantity/duration requirement,Not Grounded,"Provides lunch, and dinner for each of the seven days"
