Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description
6124,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Not,Describes specific procedural steps,Not Grounded,Recommends soaking egg carton pieces in water for at least two hours
760,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Not,Describes specific procedural steps,Not Grounded,Recommends blending soaked egg carton pieces in a blender
761,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Not,Describes specific procedural steps,Not Grounded,Recommends removing excess water from the blended mixture by squeezing with hands or straining
762,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Not,Describes specific procedural steps,Not Grounded,Recommends kneading in flour and salt with the blended egg carton pieces until a smooth clay consistency is achieved
763,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Not,Describes specific procedural steps,Not Grounded,Recommends lining the bowls used as moulds with cling film
764,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Not,Describes specific procedural steps,Not Grounded,Recommends applying an even layer of clay into the inside surface of the bowl used as mould
765,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Not,Provides general DIY guidance and tips,Not Grounded,Recommends against decorating or sealing the bowls at this art day
1216,88,"Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.","Persona: I'm a mom who hosts a monthly art day for kids.

Prompt: For our next meeting I want to do a paper clay activity with my students. I've been seeing some great bowls made from egg cartons online. Walk me through how to make these with my students as well as how to decorate them.",Crafts,Hurdle,Provides general DIY guidance and tips,Not Grounded,"Recommends one or more of these techniques for decorating bowls: painting with acrylic paint, painting with watercolors, decoupage"
849,92,"Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.","Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.",Repairs,Hurdle,Describes specific procedural steps,Not Grounded,Recommends inspecting the chimney cap/crown to look for hairline cracks
850,92,"Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.","Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.",Repairs,Not,Provides safety warnings,Not Grounded,"Recommends any of the following safety precautions for roof work: installing a life-line on the roof, safety shoes, safety net, full body harness, safety helmet"
851,92,"Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.","Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends sealing any cracks with waterproof crown sealant
852,92,"Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.","Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends placing bags or sachets of activated charcoal inside the fireplace to trap odor molecules
853,92,"Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.","Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends applying two coats of shellac-based primer where the chimney's flue runs in the bedroom
854,92,"Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.","Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends repainting the wall with a matching paint color
861,92,"Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.","Persona: I'm a 33-year-old ski instructor living in Cortina, Italy.

Prompt: My grandmother left me an old apartment when she passed away. I moved here after renovating the house, but now I'm having trouble sleeping. The chimney flue from the fireplace runs behind the bedroom wall where I sleep. The apartment was renovated so the plaster is new, but that wall in my bedroom gives off an unpleasant (not very strong, but noticeable) smell of smoke. The odor is present even when the fireplace isn't being used, including in the summer. Can you suggest a step-by-step method to stop the smell and me sleep better? Having renovated the house on my own, I consider myself an expert in this field.",Repairs,Not,Recommends consulting a professional,Not Grounded,Recommends consulting a certified chimney sweep to inspect the fireplace and flue
942,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends turning the house's main water shut-off valve to the closed position
943,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,"Recommends opening all faucets in the house, starting from top to bottom, to drain the lines after the main water valve is closed"
944,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends flushing all toilets to empty their tanks after the main water valve is closed
945,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Provides general DIY guidance and tips,Not Grounded,Advises to not drain the water heater
946,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends unplugging all non-essential electronics and appliances
947,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends leaving the dryer plugged in
948,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends turning the dryer off at the breaker panel level
949,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends emptying and deep cleaning the fridge
959,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends unplugging the fridge
960,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends turning off the ice maker
961,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends propping the fridge door open after it is unplugged and cleaned out
962,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends setting the thermostat to 55°F (13°C) +/- 3 degrees
963,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends replacing the thermostat's batteries if age is unknown or more than 6 months
964,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Not,Describes specific procedural steps,Not Grounded,Recommends using masking tape to date batteries if and when new ones are installed
967,95,"Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ","Persona: My husband and I bought our dream home in New Jersey and converted our old home into an AirBnB. Our old home is in upstate NY, and we think we can pay for both mortgages with what we can charge in that location. 

Prompt: We have a friend in upstate who can close up the house for us if there's a lull in rentals, which is great. We want to turn off water and reduce electrical use and heat when it's vacant so there aren't unnecessary expenses and burst pipes, etc. We capped off our gas line long ago because that stuff terrifies me. Help me make a smart checklist for closing up the house. Just the mechanicals, and just the inside stuff; anything outdoors is handled by a service. ",Repairs,Hurdle,Provides step-by-step instructions,Not Grounded,Provides a to-do checklist of steps to take when closing up a house for an extended absence
1116,99,"Persona: I'm a 22-year-old cosplayer living in Galway, Ireland. 

Prompt: Next week I'll be competing in an International Cosplay Competition taking place in London, UK. My costume is a fantasy elf warrior from a popular Japanese anime. Since many people will recognize the character and accuracy is essential to winning, every detail needs to be as close to the original as possible. At the moment, I'm having trouble creating the embossed details on the helmet of my armor. The armor itself is made of EVA foam. Can you suggest one step-by-step method to create those embossed details, considering they're very tiny (0,3 cm width)? The base color of the armor is grey and the decorative details should be golden.","Persona: I'm a 22-year-old cosplayer living in Galway, Ireland. 

Prompt: Next week I'll be competing in an International Cosplay Competition taking place in London, UK. My costume is a fantasy elf warrior from a popular Japanese anime. Since many people will recognize the character and accuracy is essential to winning, every detail needs to be as close to the original as possible. At the moment, I'm having trouble creating the embossed details on the helmet of my armor. The armor itself is made of EVA foam. Can you suggest one step-by-step method to create those embossed details, considering they're very tiny (0,3 cm width)? The base color of the armor is grey and the decorative details should be golden.",Crafts,Hurdle,Provides step-by-step instructions,Not Grounded,"Provides a step-by-step guide to reproduce 0,3 cm wide embossed details for a helmet made of EVA foam"
